"Format","AIM CSV File"
"Venue","Nola LA"
"Vehicle","None"
"User","Nola Testing"
"Data Source","AIM Data Logger"
"Comment",""
"Date","05/02/18"
"Time","12:23:49"
"Sample Rate","10"
"Duration","303.899"
"Segment","Lap 1 - 5:03.899"

"Time","Distance","Calculated_Gear","PE3_RPM","PE3_TPS","PE3_LAMBDA",
"Time","Distance","Calculated_Gear","PE3_RPM","PE3_TPS","PE3_LAMBDA",
"sec","km","#","rpm","%","lambda",
"","","1","2","3","4",

0.000,0.000,0.000000,0.000000,0.000000,0.000000
0.100,0.000,0.000000,0.000000,0.000000,0.000000
0.200,0.000,0.000000,0.000000,0.000000,0.000000
0.300,0.000,0.000000,0.000000,0.000000,0.000000
0.400,0.000,0.000000,0.000000,0.000000,0.000000
0.500,0.000,0.000000,0.000000,0.000000,0.000000
0.600,0.000,0.000000,0.000000,0.000000,0.000000
0.700,0.000,0.000000,0.000000,0.000000,0.000000
0.800,0.000,0.000000,0.000000,0.000000,0.000000
0.900,0.000,0.000000,0.000000,0.000000,0.000000
1.000,0.001,0.000000,0.000000,0.000000,0.000000
1.100,0.001,0.000000,0.000000,0.000000,0.000000
1.200,0.001,0.000000,0.000000,0.000000,0.000000
1.300,0.001,0.000000,0.000000,0.000000,0.000000
1.400,0.001,0.000000,0.000000,0.000000,0.000000
1.500,0.001,0.000000,0.000000,0.000000,0.000000
1.600,0.001,0.000000,0.000000,0.000000,0.000000
1.700,0.001,0.000000,0.000000,0.000000,0.000000
1.800,0.001,0.000000,0.000000,0.000000,0.000000
1.900,0.001,0.000000,0.000000,0.000000,0.000000
2.000,0.001,0.000000,0.000000,0.000000,0.000000
2.100,0.001,0.000000,0.000000,0.000000,0.000000
2.200,0.001,0.000000,0.000000,0.000000,0.000000
2.300,0.001,0.000000,0.000000,0.000000,0.000000
2.400,0.001,0.000000,0.000000,0.000000,0.000000
2.500,0.001,0.000000,0.000000,0.000000,0.000000
2.600,0.001,0.000000,0.000000,0.000000,0.000000
2.700,0.001,0.000000,0.000000,0.000000,0.000000
2.800,0.002,0.000000,0.000000,0.000000,0.000000
2.900,0.002,0.000000,0.000000,0.000000,0.000000
3.000,0.002,0.000000,0.000000,0.000000,0.000000
3.100,0.002,0.000000,0.000000,0.000000,0.000000
3.200,0.002,0.000000,0.000000,0.000000,0.000000
3.300,0.002,0.000000,0.000000,0.000000,0.000000
3.400,0.002,0.000000,0.000000,0.000000,0.000000
3.500,0.002,0.000000,0.000000,0.000000,0.000000
3.600,0.002,0.000000,0.000000,0.000000,0.000000
3.700,0.002,0.000000,0.000000,0.000000,0.000000
3.800,0.002,0.000000,0.000000,0.129992,0.002000
3.900,0.002,0.000000,0.000000,12.999161,0.207996
4.000,0.002,0.000000,0.000000,12.999161,0.999998
4.100,0.002,0.000000,0.000000,12.999161,0.999998
4.200,0.002,0.000000,0.000000,12.999161,0.999998
4.300,0.002,0.000000,0.000000,12.999161,0.999998
4.400,0.002,0.000000,0.000000,12.999161,0.999998
4.500,0.002,0.000000,0.000000,12.999161,0.999998
4.600,0.003,0.000000,0.000000,12.999161,0.999998
4.700,0.003,0.000000,0.000000,12.999161,0.999998
4.800,0.003,0.000000,0.000000,12.999161,0.999998
4.900,0.003,0.000000,0.000000,12.999161,0.999998
5.000,0.003,0.000000,0.000000,12.999161,0.999998
5.100,0.003,0.000000,0.000000,12.999161,0.999998
5.200,0.003,0.000000,0.000000,12.999161,0.999998
5.300,0.003,0.000000,0.000000,12.999161,0.999998
5.400,0.003,0.000000,0.000000,12.999161,0.999998
5.500,0.003,0.000000,0.000000,12.999161,0.999998
5.600,0.003,0.000000,0.000000,12.999161,0.999998
5.700,0.003,0.000000,0.000000,12.999161,0.999998
5.800,0.003,0.000000,0.000000,12.999161,0.999998
5.900,0.003,0.000000,0.000000,12.999161,0.999998
6.000,0.003,0.000000,0.000000,12.999161,0.999998
6.100,0.003,0.000000,0.000000,12.999161,0.999998
6.200,0.003,0.000000,0.000000,12.999161,0.999998
6.300,0.003,0.000000,0.000000,12.999161,0.999998
6.400,0.004,0.000000,0.000000,12.999161,0.999998
6.500,0.004,0.000000,0.000000,12.999161,0.999998
6.600,0.004,0.000000,0.000000,12.999161,0.999998
